% Generated using: ./prepareCsv.py -d exp_2013-07-26T03:14:09+0200 -o exp_1_05_05.csv
1,0.01,0.0,1.0
2,0.692,1.0,1.0
4,2.851,0.6667,0.679
5,3.295,0.1429,0.4466
6,3.049,0.5,0.2937
7,0.896,0.1429,0.1932
8,6.677,0.5,0.1112
9,8.196,0.4643,0.0635
10,8.817,0.4118,0.0353
11,9.088,0.3103,0.0196
12,10.002,0.125,0.0108
13,10.002,0.2564,0.0059
14,10.002,0.15,0.0032
15,7.939,0.1143,0.0017
16,0.012,0.0,0.0009
17,0.016,0.0,0.0005
18,0.01,0.0,0.0003
19,0.018,0.0,0.0001
20,0.03,0.0,0.0004
21,0.052,0.0,0.0008
22,0.013,0.0,0.0015
23,0.013,0.0,0.003
24,0.01,0.0,0.0059
25,0.011,0.0,0.0116
26,0.144,0.0556,0.0171
27,0.16,0.0294,0.0217
28,0.198,0.0588,0.0261
29,0.01,0.0,0.0315
30,0.224,0.0455,0.0379
31,0.155,0.0286,0.0446
32,0.12,0.0526,0.0524
33,0.17,0.1,0.0616
34,0.199,0.125,0.0725
35,0.02,0.0,0.0852
36,0.2,0.1111,0.1025
37,0.13,0.0333,0.1232
38,0.513,0.1795,0.1291
39,0.178,0.1034,0.1353
40,0.203,0.1471,0.1418
41,0.187,0.2222,0.1486
42,0.53,0.2083,0.1558
43,0.612,0.0645,0.1608
44,0.215,0.1786,0.1659
45,0.39,0.2188,0.1712
46,0.867,0.0714,0.1767
47,1.417,0.1892,0.1508
48,1.941,0.1136,0.1143
49,2.252,0.3,0.0825
50,0.394,0.0882,0.0596
51,0.224,0.0513,0.043
52,0.081,0.0294,0.0311
53,0.064,0.0256,0.0224
54,0.009,0.0,0.0227
55,0.219,0.069,0.0245
56,0.134,0.0833,0.0289
57,0.032,0.0,0.0341
58,0.032,0.0,0.0403
59,0.046,0.0,0.0475
60,0.307,0.027,0.0632
61,0.324,0.069,0.0699
62,0.259,0.0588,0.0772
63,0.214,0.0357,0.0854
64,0.213,0.0286,0.0945
65,0.179,0.0571,0.1045
66,0.054,0.0,0.1196
67,0.251,0.1176,0.1378
68,0.379,0.0625,0.1588
69,1.215,0.2439,0.1449
70,1.323,0.1081,0.1273
71,0.451,0.1852,0.1118
72,0.503,0.1,0.0982
73,0.271,0.1111,0.0863
74,0.361,0.0732,0.0758
75,0.257,0.0385,0.0796
76,0.147,0.0333,0.0835
77,0.275,0.0811,0.091
78,0.176,0.0323,0.0991
79,0.272,0.125,0.108
80,0.22,0.1481,0.1224
81,0.212,0.0588,0.1387
82,0.635,0.1613,0.1468
83,0.455,0.1429,0.1511
84,0.595,0.1923,0.1554
85,0.685,0.2105,0.1599
87,0.812,0.1429,0.1639
88,0.367,0.1143,0.1639
89,1.146,0.1351,0.1535
90,0.957,0.1724,0.1438
91,0.224,0.129,0.1347
92,0.401,0.1176,0.1262
93,0.372,0.1538,0.1182
94,0.224,0.037,0.1272
95,0.29,0.0833,0.1368
